task_id	task_type	agent	model	effort	run_id	run_status	runner_returncode	total	suspected_reward_hacking	agent_transcript_exists	aspect_score	audio_codec_score	audio_normalization	audio_quality	black_leader_ratio	black_tail_ratio	bright_flash_frame_ratio	caption_centered_ratio	caption_count	caption_count_score	caption_detected_frame_ratio	caption_hard_quality	caption_lower_safe_ratio	caption_occlusion_checked_frames	caption_speech_consistency_score	caption_step_keyword_coverage	caption_step_keyword_order	caption_text_metadata_available	caption_timing_metadata_score	caption_visibility	caption_visual_alignment_batter_pour	caption_visual_alignment_bubble_cue	caption_visual_alignment_checked_steps	caption_visual_alignment_flip	caption_visual_alignment_pan_butter	caption_visual_alignment_plate_finish	caption_visual_presence	content_preservation_damage_cleanup	deliverable_quality_explainability	duplicate_interval_match_ratio	duplicate_interval_matched_sec	duplicate_ngram_rate	duration_target_score	edit_decision_required_field_presence	edit_decision_schema	edit_media_consistency	face_detection_frame_ratio	format_compliance	freeze_splice_black_ratio	freeze_splice_estimated_output_time	freeze_splice_max_frozen_run_sec	freeze_splice_max_silence_sec	gate_aspect_valid	gate_duration_valid	gate_ffprobe_readable	gate_has_audio_video	gate_non_degenerate_audio	gate_non_degenerate_video	gate_output_exists	gate_source_material_exists	global_max_frozen_run_sec	global_max_silence_sec	hard_1_format_duration	hard_2_source_authenticity_timeline	hard_3_expert_step_coverage_order	hard_4_negative_material_suppression	hard_5_vertical_roi_caption	hard_6_audio_quality_cut_smoothness	hard_cap_applied	hard_cap_value	interview_hard_cap_value	interview_llm_caption_layout_cap_value	interview_llm_quality_cap_value	interview_structure_hard_cap_value	landscape_blur_padding_ratio	llm_caption_text_accuracy_sync	llm_caption_visual_alignment	llm_caption_visual_layout	llm_edit_naturalness	llm_edit_polish	llm_judge_available	llm_major_failure_count	llm_meaning_order_preservation	llm_mobile_caption_readability	llm_overall	llm_perceived_sync_watchability	llm_prompt_fit	llm_publishability	llm_semantic_completion	llm_step_caption_completeness	llm_tutorial_continuity	llm_tutorial_naturalness	local_av_sync_repair	max_face_occlusion	max_upper_subject_occlusion	metadata	negative_leak_ratio	negative_leak_seconds	off_tutorial_leak_ratio	off_tutorial_leak_seconds	p95_caption_area_ratio	p95_face_occlusion	p95_upper_subject_occlusion	pancake_caption_step_batter_pour_hit	pancake_caption_step_bubble_cue_hit	pancake_caption_step_flip_hit	pancake_caption_step_pan_butter_hit	pancake_caption_step_plate_finish_hit	pancake_hard_cap_applied	pancake_hard_cap_value	pancake_visual_step_batter_pour_covered_sec	pancake_visual_step_batter_pour_score	pancake_visual_step_bubble_cue_covered_sec	pancake_visual_step_bubble_cue_score	pancake_visual_step_flip_covered_sec	pancake_visual_step_flip_score	pancake_visual_step_mean	pancake_visual_step_min	pancake_visual_step_order_score	pancake_visual_step_pan_butter_covered_sec	pancake_visual_step_pan_butter_score	pancake_visual_step_plate_finish_covered_sec	pancake_visual_step_plate_finish_score	r_anti_reward_hacking	r_artifact_completeness	r_audio_cleanup	r_audio_quality	r_av_sync_global	r_av_sync_global_anchor_count	r_av_sync_global_anchor_coverage	r_av_sync_global_median_correlation	r_av_sync_global_median_ms	r_av_sync_global_p90_ms	r_av_sync_segmented	r_av_sync_segmented_late	r_av_sync_segmented_late_anchor_count	r_av_sync_segmented_late_anchor_coverage	r_av_sync_segmented_late_median_correlation	r_av_sync_segmented_late_median_ms	r_av_sync_segmented_late_p90_ms	r_av_sync_segmented_middle_post_splice	r_av_sync_segmented_middle_post_splice_anchor_count	r_av_sync_segmented_middle_post_splice_anchor_coverage	r_av_sync_segmented_middle_post_splice_median_correlation	r_av_sync_segmented_middle_post_splice_median_ms	r_av_sync_segmented_middle_post_splice_p90_ms	r_av_sync_segmented_middle_pre_splice	r_av_sync_segmented_middle_pre_splice_anchor_count	r_av_sync_segmented_middle_pre_splice_anchor_coverage	r_av_sync_segmented_middle_pre_splice_median_correlation	r_av_sync_segmented_middle_pre_splice_median_ms	r_av_sync_segmented_middle_pre_splice_p90_ms	r_av_sync_segmented_opening	r_av_sync_segmented_opening_anchor_count	r_av_sync_segmented_opening_anchor_coverage	r_av_sync_segmented_opening_median_correlation	r_av_sync_segmented_opening_median_ms	r_av_sync_segmented_opening_p90_ms	r_black_boundary_cleanup	r_caption_technical_quality	r_caption_visual_alignment	r_content_preservation	r_duplicate_interval_not_overused	r_duplicate_interval_presence	r_duplicate_or_bad_insert_cleanup	r_final_after_caps	r_final_before_caps	r_format	r_freeze_dead_air_cleanup	r_general	r_global_no_freeze	r_hard	r_hard_task	r_llm	r_llm_proxy	r_llm_task	r_multimodal_grounding	r_no_black_leader	r_no_black_tail	r_no_bright_flash	r_no_dead_air	r_no_face_or_subject_occlusion	r_no_fake_vertical_padding	r_provenance_and_logs	r_reasoning_plan	r_source_authenticity	r_splice_no_dead_air	r_splice_no_freeze	r_step_caption_completeness	r_task	r_task_hard	r_temporal_order	r_timeline_continuity	r_tool_use_execution	r_true_vertical_reframe	r_tutorial_segment_purity	r_video_quality	r_visual_artifact_cleanup	r_visual_step_completeness	required_span_coverage	required_span_final_explanation_covered_sec	required_span_final_explanation_score	required_span_middle_explanation_covered_sec	required_span_middle_explanation_score	required_span_min_score	required_span_opening_clap_demo_covered_sec	required_span_opening_clap_demo_score	required_span_raw_coverage	resolution_score	roi_containment_score	run_history_exists	run_history_transcript_score	semantic_anchor_preservation	source_fidelity_format_naturalness	source_match_fraction	source_time_monotonicity	source_timeline_diversity	speech_cleanup_hard	spoken_word_density	srt_asr_timed_token_f1	srt_asr_token_f1	subject_detection_frame_ratio	sync_anchor_match_coverage	sync_median_residual_ms	sync_p90_residual_ms	sync_repair_signal	top_bottom_black_padding_ratio	top_bottom_blur_padding_ratio	tutorial_impurity_ratio	vertical_padding_checked_frames	video_codec_score	video_integrity	notes
rough_interview_caption_cleanup	interview_caption_cleanup	claude	claude-haiku-4.5	medium	final_interview_claude_haiku45_medium	scored	0.0	0.55	False				0.9302212821347218									0.7012614539531385			0.4191194937977696																	0.034055727554179516	1.0					1.0						1.0																	0.55	1.0	0.72	0.82		0.2		0.86	0.78			3.0	0.75		0.626			0.48	0.6																																			0.5347798734494424																																										0.55				0.7955133693748163			0.6484095165286727	0.626								0.9469760923032406								0.6450480890493718																							0.32307692307692315	0.8562309794988612				0.8721605293660112	3.202416918429003	0.13111064162000094	0.20923076923076925												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_claude_haiku45_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
rough_interview_caption_cleanup	interview_caption_cleanup	claude	claude-opus-4.7	medium	final_interview_claude_opus47_medium	scored	0.0	0.6957083515980153	False				0.690960026904922									0.6967338934152401			0.4103159038629667																	0.01449275362318836	1.0					1.0						1.0																	1.0	1.0	0.72	0.82		0.18		0.76	0.82			3.0	0.78		0.662			0.46	0.72																																			0.6299331011886308																																										0.6957083515980153				0.8236290518617794			0.6640331488612636	0.662								0.9455114453467862								0.6637281765320742																							0.48923076923076925	0.8787344037666891				0.8624339615906332	3.787555175850776	0.0651882967513335	0.25												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_claude_opus47_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
rough_interview_caption_cleanup	interview_caption_cleanup	claude	claude-sonnet-4.6	medium	final_interview_claude_sonnet46_medium	scored	0.0	0.7392304667750222	False				0.7314835846482145									0.9494964585911254			0.9017986694827437																	0.4165170556552962	0.48799999999999955					0.8207999999999998						1.0																	1.0	1.0	1.0	0.82		0.82		0.6	0.66			4.0	0.83		0.7310000000000001			0.68	0.72																																			0.7250515118378301																																										0.7392304667750222				0.7854858227977762			0.7270783856109807	0.7310000000000001								0.36709146410614735								0.7276666277693337																							0.5974358974358973	0.83423170185075				0.7391719583270687	3.7532637075718016	0.7927700293424673	0.926654740608229												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_claude_sonnet46_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
rough_interview_caption_cleanup	interview_caption_cleanup	gemini	gemini-3.1-flash-lite	medium	final_interview_gemini31flash_lite_medium	scored	0.0	0.6506583475883264	False				0.6956265302634669									0.6472845686123843			0.4823477785323194																	0.22580645161290325	0.31700000000000017					0.76095						1.0																	1.0	1.0	0.72	0.82		0.32		0.45	0.62			4.0	0.78		0.555			0.34	0.55																																			0.569618533634765																																										0.6506583475883264				0.7334606969276665			0.6431856002982251	0.555								0.9837499999999999								0.6299577602534914																							0.5974358974358973	0.7949537142368854				0.7612426505641188	2.638783520796913	0.1253645233011482	0.502283105022831												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_gemini31flash_lite_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
rough_interview_caption_cleanup	interview_caption_cleanup	gemini	gemini-3.1-pro-preview	medium	final_interview_gemini31pro_preview_medium	scored	1.0	0.8367122354769343	False				0.8628636314480372									0.9733814630538437			0.948241733715807																	0.4385964912280702	1.0					1.0						1.0																	1.0	1.0	1.0	0.88		0.92		0.82	0.76			3.0	0.82		0.809			0.78	0.78																																			0.7217913643016148																																										0.8367122354769343				0.8311067175468543			0.843251311717005	0.809								0.845734470653866								0.8381136149594541																							0.9020979020979021	0.8783009084027252				0.8158521303258146	3.04264240626088	0.889525722978544	0.9625935162094762												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_gemini31pro_preview_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
rough_interview_caption_cleanup	interview_caption_cleanup	codex	gpt-5.4	medium	final_interview_gpt54_medium	scored	0.0	0.7874095698756935	False				0.665496942079517									0.9065239379314292			0.8182409904222233																	0.25464190981432355	0.3169999999999978					0.7609499999999991						1.0																	1.0	1.0	1.0	0.88		0.82		0.62	0.82			3.0	0.9		0.7980000000000002			0.7	0.78																																			0.6778653603633932																																										0.7874095698756935				0.7452773007202035			0.7979325143112541	0.7980000000000002								0.3562013927138016								0.797942637164566																							0.856923076923077	0.7977355718911322				0.8526430466085639	2.916987400234979	0.7207940849605929	0.7598944591029022												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_gpt54_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
rough_interview_caption_cleanup	interview_caption_cleanup	codex	gpt-5.4-mini	medium	final_interview_gpt54mini_medium	scored	0.0	0.6956540585761651	False				0.6468460879924202									0.8779377011284477			0.7626566410830927																	0.43733333333333335	1.0					1.0						1.0																	1.0	1.0	1.0	0.82		0.74		0.55	0.52			3.0	0.84		0.683			0.58	0.72																																			0.7152637083406944																																										0.6956540585761651				0.8089670489861942			0.664559777616068	0.683								0.3542468837708045								0.6673258109736578																							0.7288461538461538	0.855058452318939				0.5027614335689297	2.5863071021736603	0.41471431366673706	0.9071618037135278												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_gpt54mini_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
rough_interview_caption_cleanup	interview_caption_cleanup	codex	gpt-5.5	medium	final_interview_gpt55_medium	scored	0.0	0.7924920910077562	False				0.6517251268003493									0.9485421018445723			0.8999429758088907																	0.41141141141141147	0.8670000000000009					0.9534500000000001						1.0																	1.0	1.0	1.0	0.82		0.86		0.48	0.76			3.0	0.86		0.7670000000000001			0.64	0.78																																			0.7601394570128215																																										0.7924920910077562				0.8155186743130746			0.7902181708016782	0.7670000000000001								0.42838973781548817								0.7867354451814265																							0.7288461538461538	0.860207517752049				0.8775391462891464	2.7051543719830238	0.8066601014582382	0.9074626865671641												restored from archived verified final_interview_scores_abs.tsv; formatted from existing VPS interview run; workspace=/data/video-agent/final_interview_runs_abs/final_interview_gpt55_medium/workspace; verify_logs=/data/video-agent/final_interview_verify_logs_abs
expert_pancake_vertical_short	vertical_tutorial_extraction	claude	claude-haiku-4-5-20251001	medium	pancake-final-20260517-medium-claude-haiku	completed	0	0.3659717355404105	False	1.0	1.0	1.0		0.7614658271885274				1.0	0.0	0.0	1.0		0.5	10.0		0.0	0.0	0.0	0.0	0.0			0.0				1.0						1.0		0.35	0.9836065573770492	0.2						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	0.8875	0.3015	0.0	0.6348754209710744	0.7614658271885274							0.0		0.05				1.0	5.0		0.45	0.29500000000000004		0.35			0.45		0.15		0.0	0.0	0.7025819672131147	0.9969095803010667	60.0	0.9969095803010667	60.0	0.1191018277391976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.7614658271885274																																	0.5385	0.009000000000000003					0.3659717355404105	0.3659717355404105	1.0		0.8338604605196727		0.3784961594593065		0.29500000000000004								0.6	1.0	0.7025819672131147		0.8875			0.45	0.2646550841942149		0.6			0.9430508419421488	0.0	0.7152750000000001		0.020000000000000004										1.0	0.7152750000000001	1.0	1.0			1.0	1.0	1.0					0.2					0.0	0.0	0.9969095803010667	9.0	1.0	0.7152750000000001	schema validation failed at []: 'self_checks' is a required property; private roi_keyframes.json not found; using visual integrity/border fallback for ROI containment; LLM judge ran with model gpt-5.5.; pancake hard cap 0.40: too much non-tutorial, novice, blooper, or end-card material leaked into output; required tutorial step visual coverage is weak; LLM judged captions as poorly aligned with the visible action; v1 verifier: media gates and CPU visual/audio matching are implemented; ROI and semantic checks remain heuristic unless LLM judge/ASR evidence is enabled.
expert_pancake_vertical_short	vertical_tutorial_extraction	claude	claude-opus-4-7	medium	pancake-final-20260517-medium-claude-opus	completed	0	0.8078384996266453	False	1.0	1.0	1.0		0.7125805732484488				1.0	5.0	1.0	1.0		0.0	5.0		0.6	0.7	1.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	1.0						1.0		1.0	0.7868852459016393	0.4						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	0.9650000000000001	0.73675	1.0	0.7820987026515152	0.7125805732484488							0.0		0.58				1.0	3.0		0.74	0.6649999999999999		0.84			0.6		0.72		0.08632956549623216	0.04978757741029156	0.9360655737704918	0.03320769754429077	2.0	0.03320769754429077	2.0	0.10960223765432098	0.08201308722142055	0.04729819853977698	1.0	0.0	0.0	1.0	1.0	0.0	1.0	15.0	1.0	1.0	0.2777777777777778	3.0	1.0	0.8555555555555555	0.2777777777777778	1.0	26.0	1.0	9.0	1.0				0.7125805732484488																																	0.54035	0.6					0.8078384996266453	0.8078384996266453	1.0		0.9276759507152637		0.8330452936784063		0.6649999999999999								0.485	1.0	0.9360655737704918		0.9650000000000001			0.6950000000000001	0.8093876294191918		0.745			0.9999874053030303	1.0	1.0		0.7544444444444444										1.0	0.9999640151515151	1.0	1.0			1.0	0.65	29.0					0.4					0.0	0.0	0.03320769754429077	9.0	1.0	1.0	private roi_keyframes.json not found; using visual integrity/border fallback for ROI containment; LLM judge ran with model gpt-5.5.; v1 verifier: media gates and CPU visual/audio matching are implemented; ROI and semantic checks remain heuristic unless LLM judge/ASR evidence is enabled.
